Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Oscillator 5,Oscillator 6,Oscillator 7,Oscillator 8,Oscillator 9,Oscillator 10,Oscillator 11,Oscillator 12,Oscillator 13,Oscillator 14,Oscillator 15,Oscillator 16,Oscillator 17,Oscillator 18,Oscillator 19,Event Id,Event Date,Event Duration
4.8320312500,77,-1.8970396519,1.3594386578,0.2903010547,-2.2915308475,0.7175838351,0.5517542362,-2.5164287090,0.0195937566,0.7586193085,-2.5595567226,-0.6811606288,0.8910320401,-2.4236552715,-1.3306034803,0.9371302128,-2.1256353855,-1.8786176443,0.8943048120,-1.6945896149,,,
4.8339843750,77,-1.9221030474,1.1936279535,0.7280744910,-2.1154110432,0.1553750038,1.1163419485,-1.7917104959,-0.8306460381,0.9912787080,-1.1991772652,-1.4399647713,0.4290207922,-0.6889751554,-1.5402443409,-0.2856134772,-0.5383860469,-1.2493518591,-0.8037188053,-0.8125978708,,,
4.8359375000,77,-1.9302476645,0.9904974699,1.0635319948,-1.6880288124,-0.3374577761,1.0926297903,-0.7352365851,-0.8787359595,0.2018187195,-0.2689689994,-0.3875276744,-0.4922801256,-0.8586047292,0.1947676539,-0.1464814246,-1.8065904379,-0.1764066964,0.8460727930,-1.9448233843,,,
4.8378906250,77,-1.9209896326,0.7666569352,1.2591245174,-1.1032518148,-0.5199759603,0.6022830606,-0.0652028024,0.0338302441,-0.3041318655,-0.8205451965,0.8336299658,0.5918096304,-1.8327879906,-0.2208313048,1.8082909584,-0.9386907816,-1.7130239010,1.1120352745,0.5294202566,,,
4.8398437500,77,-1.8941482306,0.5401545763,1.2991387844,-0.4974185228,-0.2818387449,0.0479632653,-0.1827109307,1.0927351713,0.4332837760,-1.6264923811,0.3244068325,2.1064584255,-0.5455393195,-1.2453306913,1.0570062399,0.8155345917,-0.0975107849,0.3019708097,-0.3678188622,,,
4.8417968750,77,-1.8498492241,0.3292110860,1.1920865774,-0.0122046284,0.3093944192,-0.1295548677,-0.8547426462,1.3358826637,1.8063519001,-1.0559490919,-0.7339566350,1.5988023281,0.9171049595,0.2723785043,0.6789224148,-0.3916985989,0.2914789021,2.4642655849,0.7510612607,,,
4.8437500000,77,-1.7885228395,0.1509422064,0.9693191648,0.2439725548,1.0361394882,0.2828998268,-1.4041370153,0.6292465925,2.3929538727,0.4393043816,-0.2028110921,0.6861740351,0.0467031561,0.9427324533,2.5862226486,0.5294013619,-0.9967077971,1.1568626165,1.7965084314,,,
4.8457031250,77,-1.7108969688,0.0201576948,0.6800857782,0.2254356742,1.6220710278,1.1414821148,-1.2545907497,-0.2027240545,1.7362641096,0.9879357815,1.1954897642,1.7176960707,-0.3829001486,-0.5733823776,2.0423338413,1.9678428173,0.8039310575,1.4630479813,0.4728589356,,,
4.8476562500,77,-1.6179840565,-0.0516784675,0.3838043511,-0.0384635814,1.8482474089,2.0297439098,-0.3948781192,-0.2250613123,0.9090833068,0.1099703535,1.1326876879,2.9516501427,1.2481418848,-0.2047462165,0.8702624440,0.3913418949,0.0169185773,2.2884948254,2.3904678822,,,
4.8496093750,77,-1.5110635757,-0.0572546609,0.1407492012,-0.4516132772,1.6450103521,2.5063655376,0.6089299321,0.6475433111,1.1522510052,-0.5730757117,-0.2192061990,2.0732200146,1.6385469437,1.0697695017,2.2820711136,1.0216190815,-1.0411796570,0.0871446282,0.6811376810,,,
4.8515625000,77,-1.3916604519,0.0060714488,0.0026065821,-0.8776999712,1.1208339930,2.3679049015,1.0631039143,1.5590494871,2.3032095432,0.1984197348,-0.5060849190,0.8910323381,0.1369342506,-0.2893854678,1.8520036936,1.9415807724,0.4137559235,1.1636799574,0.9456654191,,,
4.8535156250,77,-1.2615182400,0.1360816956,0.0043690386,-1.1777763367,0.5159375668,1.7692700624,0.6983686686,1.5826778412,2.9951198101,1.4101396799,0.6306054592,1.6493211985,0.2377778739,-1.3108210564,-0.0235580411,-0.0212614369,-1.3370313644,0.0698725283,1.1740578413,,,
4.8554687500,77,-1.1225683689,0.3258451819,0.1588315964,-1.2485390902,0.1002757400,1.1298094988,-0.1168301851,0.6649238467,2.3758983612,1.3042063713,0.9207846522,2.4665071964,1.5611850023,-0.0712460503,0.8370795846,0.4596024454,-1.7197369337,-1.3482578993,-0.6912978292,,,
4.8574218750,77,-0.9768975377,0.5641948581,0.4545472264,-1.0508259535,0.0590231828,0.8812701702,-0.6723479033,-0.3209198415,1.1813037395,0.0384504162,-0.5009265542,1.1889696121,0.7628934979,-0.5486712456,0.7687832713,1.1471614838,-0.5722316504,-0.0530897863,1.0021855831,,,
4.8593750000,77,-0.8267105818,0.8364995718,0.8575602174,-0.6205180287,0.4139544368,1.2085568905,-0.4849566519,-0.4663360417,0.8099890351,-0.5459265113,-1.5439158678,-0.1900537610,-0.7225043178,-2.3594167233,-1.3255754709,-0.7995960116,-2.4719054699,-2.0466134548,-0.5875633359,,,
4.8613281250,77,-0.6742923856,1.1256778240,1.3166478872,-0.0588592477,1.0139509439,1.9385303259,0.3150479496,0.2461959422,1.5658687353,0.3025519550,-0.8426707983,0.4516989887,0.0784607828,-1.6480840445,-0.7669438124,-0.0375853032,-1.6523998976,-1.4526677132,0.1467940807,,,
4.8632812500,77,-0.5219680667,1.4133828878,1.7712543011,0.4951556325,1.5986509323,2.6434361935,1.0883288383,0.9281100035,2.2822356224,1.1235713959,-0.1482811421,1.0900616646,0.9015989900,-0.8635803461,-0.1208621860,0.8226429224,-0.6816349030,-0.7012463808,0.9914285541,,,
4.8652343750,77,-0.3720626831,1.6812753677,2.1608803272,0.9027582407,1.9083477259,2.8970406055,1.1985369921,0.6961100101,1.8009190559,0.4695057869,-1.1940971613,-0.2752758265,-0.4867680371,-2.4173841476,-1.9073673487,-0.7749997377,-2.0638902187,-2.1468896866,-0.1763249487,,,
4.8671875000,77,-0.2268603146,1.9122970104,2.4344685078,1.0633416176,1.7936939001,2.5301063061,0.5225159526,-0.4208089709,0.4423041642,-0.8875989318,-2.5922925472,-1.5014946461,-1.1010251045,-2.4591271877,-1.4764667749,0.4518150687,-0.1339888275,-0.0546782985,2.0765025616,,,
4.8691406250,77,-0.0885647014,2.0918538570,2.5583195686,0.9419571757,1.2788518667,1.7322368622,-0.4492478669,-1.5050709248,-0.3865323663,-1.1042222977,-2.2633595467,-0.6270368099,0.4325556457,-0.7020351887,-0.0559435040,1.5041584969,0.3538766801,-0.5986812711,0.7707576752,,,
4.8710937500,77,0.0407393500,2.2088282108,2.5213098526,0.5788375139,0.5514033437,0.9390929341,-1.0022947788,-1.6809558868,0.0476478226,-0.0340146907,-1.0950835943,0.1639782190,0.7342663407,-1.1611570120,-1.3418103456,0.1200141162,-0.4716126025,-0.7914928198,1.4848612547,,,
4.8730468750,77,0.1591221839,2.2563498020,2.3365950584,0.0783367008,-0.1167207658,0.5725007057,-0.7665319443,-1.0018678904,0.8927786946,0.5677137375,-1.3484330177,-0.9913878441,-0.5566122532,-1.9152232409,-1.1977366209,1.5132277012,1.7665402889,0.9573300481,1.9043114185,,,
4.8750000000,78,0.2648428679,2.2322680950,2.0395369530,-0.4196811020,-0.4838757515,0.7890409231,-0.0089664208,-0.3886350989,0.7969868183,-0.2881997228,-2.6368615627,-1.8350442648,0.0261699799,-0.0846751407,0.6295554638,2.3549335003,1.2236986160,-0.8477971554,0.0605864488,,,
4.8769531250,78,0.3563795090,2.1392993927,1.6821740866,-0.7781636119,-0.4404621720,1.3876317739,0.5831009150,-0.6821057200,-0.3772333860,-1.3187869787,-2.6054062843,-0.5938628912,1.7627907991,0.7179833055,-0.3179392517,0.7474823594,0.7066461444,0.0700794458,1.4559068680,,,
4.8789062500,78,0.4324556291,1.9848309755,1.3251004219,-0.9003991485,-0.0548097417,1.9314131737,0.4549975097,-1.7777498960,-1.3705435991,-0.9022269249,-1.1065219641,0.3895049691,1.3489331007,-0.4624992013,-0.8098172545,1.8739271164,2.4244267941,0.0802926570,-0.7232598066,,,
4.8808593750,78,0.4920623899,1.7804033756,1.0280139446,-0.7564680576,0.4561992288,2.0109210014,-0.3684212267,-2.7262258530,-1.1063196659,0.4719878733,-0.4721601903,-0.6029422879,0.4331389368,0.4247672856,0.9053782821,2.1564493179,0.7679597735,-1.7234106064,-0.6775956154,,,
4.8828125000,78,0.5344758630,1.5409009457,0.8404095769,-0.3913666010,0.8193452954,1.4909417629,-1.2992712259,-2.6974375248,-0.0422895849,0.9400823116,-1.3992172480,-1.2042272091,1.7583260536,1.9854651690,0.1148448363,0.1235782281,0.6460339427,-0.2080556601,-0.6732511520,,,
4.8847656250,78,0.5592699051,1.2835099697,0.7938656807,0.0874207616,0.8211477995,0.5932031870,-1.6534475088,-1.8238159418,0.4086257219,0.0740967765,-1.7388781309,0.1741084754,2.7893085480,0.8794466853,-1.1570762396,0.9324926138,1.6246118546,-1.6828883886,-2.5087883472,,,
4.8867187500,78,0.5663228035,1.0265176296,0.8971244097,0.5394955873,0.3987385333,-0.2346444279,-1.1946439743,-1.0618506670,-0.3415714800,-0.4829289615,-0.3337208629,1.0630567074,1.4906595945,0.3242233098,0.1822342426,0.7841906548,-0.4767585695,-1.8687704802,-0.7351145148,,,
4.8886718750,78,0.5558199286,0.7880336046,1.1347341537,0.8301579952,-0.3328797817,-0.5853443742,-0.3207523525,-1.2133891582,-1.3178310394,0.4836716950,0.8994324803,-0.0767911375,0.9697088599,1.8491551876,-0.3325857222,-1.3752970695,0.2362047881,-0.4615391493,-2.2326722145,,,
4.8906250000,78,0.5282496810,0.5847241282,1.4694629908,0.8674750328,-1.1287188530,-0.3342223167,0.2562997341,-2.1061873436,-1.2158194780,1.9057362080,0.3342480063,-0.7549329400,2.3085336685,1.3998056650,-2.0986492634,-0.4815578461,0.7129360437,-2.0505836010,-1.2812762260,,,
4.8925781250,78,0.4843950570,0.4306478202,1.8481101990,0.6276426911,-1.7166081667,0.2877316177,0.0812563226,-2.7705297470,-0.0527434498,2.0273635387,-0.5135617256,0.4517277777,2.0751526356,-0.2422153652,-1.0239925385,-0.5910265446,-0.9643193483,-0.2472658604,-0.4017013013,,,
4.8945312500,78,0.4253197610,0.3362734616,2.2098071575,0.1616906524,-1.9114801884,0.8336144686,-0.6795171499,-2.4315307140,0.8452004194,1.0391658545,0.3007075489,0.9869940877,0.2388867140,0.6094033122,-0.8935049772,-2.4000263214,0.7364878654,0.1744643450,-1.4684774876,,,
4.8964843750,78,0.3523492515,0.3077480197,2.4955184460,-0.4183111191,-1.6928505898,0.9094879627,-1.3706338406,-1.3037391901,0.5033866763,0.7702991366,1.6829051971,-0.4796901345,0.2808230519,1.1967529058,-2.6292462349,-1.0288724899,0.7602205276,-0.4224209785,0.7741300464,,,
4.8984375000,78,0.2670474052,0.3464668691,2.6572589874,-0.9697643518,-1.2127609253,0.4113634527,-1.3718434572,-0.3765028119,-0.4844920933,1.9049949646,1.4244545698,-1.3313218355,1.2416244745,-0.5375437737,-1.6101663113,-0.8247675300,-0.1567245573,1.9601674080,-0.6240422130,,,
4.9003906250,78,0.1711890846,0.4489755929,2.6655960083,-1.3584129810,-0.7308347821,-0.4116266668,-0.5947075486,-0.4091068208,-0.7160633206,2.9327449799,0.1095386818,-0.3086266816,-0.0065092184,-0.6033123732,-0.5878570676,-2.1597309113,1.9587171078,0.8808127642,0.1084215268,,,
4.9023437500,78,0.0667286590,0.6072102189,2.5142626762,-1.4949212074,-0.5039055347,-1.1057124138,0.4452959597,-1.1616215706,0.2414235771,2.4201571941,0.0811723694,-0.0401125140,-1.4958536625,0.8955200315,-1.9470348358,-0.3786302507,1.1780843735,1.4506072998,0.4363233447,,,
4.9042968750,78,-0.0442341939,0.8090593219,2.2211687565,-1.3591351509,-0.6768664718,-1.2837327719,1.0389177799,-1.6466654539,1.2953734398,1.1705058813,1.2982815504,-1.6471515894,-0.6224881411,0.0720226169,-1.0407177210,-0.0847975984,0.7888224125,2.5093262196,-1.2918137312,,,
4.9062500000,78,-0.1594915390,1.0392087698,1.8256472349,-1.0053826571,-1.2208801508,-0.8567407727,0.8476922512,-1.1447463036,1.1954333782,1.0065444708,1.4250661135,-2.4144275188,-0.0776346996,-0.7811763883,0.6926723719,-1.2890166044,2.4130375385,0.5520867109,0.2816755176,,,
4.9082031250,78,-0.2767659426,1.2802101374,1.3823682070,-0.5473591685,-1.9450680017,-0.0872951299,0.1716321111,0.0539043844,0.1016535908,2.0169253349,-0.0069683553,-1.2737174034,-1.6128858328,0.9289753437,-0.3368251026,0.4677572846,0.6095798016,1.8627831936,-1.6286611557,,,
4.9101562500,78,-0.3937505186,1.5136982203,0.9528662562,-0.1267451048,-2.5767462254,0.5674725771,-0.2938673496,0.9387971163,-0.6223245263,2.4290564060,-0.7418568134,-0.9369224310,-1.9847793579,1.4193248749,0.0831155032,0.4144657552,0.5665604472,0.9568993449,-1.0790253878,,,
4.9121093750,78,-0.5081495047,1.7216730118,0.5960013270,0.1258426607,-2.8763065338,0.7290573120,-0.0174836144,0.8046052456,-0.1302061677,1.3002343178,0.2321052253,-2.3378844261,-0.4094225466,0.1444135755,2.0122928619,-1.0333586931,1.2462838888,-0.2682693899,-0.6321569681,,,
4.9140625000,78,-0.6177186370,1.8877564669,0.3588379920,0.1268602908,-2.7381966114,0.3234762847,0.9395728111,-0.0343525521,0.8404547572,-0.0420981124,0.9189491868,-2.7053492069,-0.3800717592,1.1093431711,1.0718182325,0.4201331139,-1.1072993279,1.1686767340,-1.8626414537,,,
4.9160156250,78,-0.7203044295,1.9983365536,0.2693647146,-0.1370628327,-2.2353303432,-0.3753791451,1.9687278271,-0.5699681640,0.9000278711,0.0107683409,-0.1201167405,-1.1936807632,-1.6651281118,2.5317230225,0.6444466710,-0.0983281210,-0.5457992554,-0.7171719074,0.4390059710,,,
4.9179687500,78,-0.8138822913,2.0435185432,0.3321855664,-0.6052666903,-1.5881613493,-0.9108727574,2.3968360424,-0.1336135268,-0.2372915894,0.9366326928,-1.1931664944,-0.6053512692,-0.8895618320,1.3147515059,2.3219752312,-1.7315452099,-0.5827170610,-0.0268320125,-0.6470832825,,,
4.9199218750,78,-0.8965919018,2.0178179741,0.5278557539,-1.1595052481,-1.0714905262,-0.9183351994,2.0207283497,0.9184473753,-1.3861310482,0.8925923109,-0.4578385055,-1.6973626614,0.6426168084,0.8961832523,1.4237465858,-0.3772811294,-2.5355005264,0.7550606728,0.7043586969,,,
4.9218750000,78,-0.9667699933,1.9205456972,0.8159642816,-1.6561871767,-0.8983943462,-0.3448438346,1.2662686110,1.5675110817,-1.3743294477,-0.4784131348,0.8248368502,-1.6657109261,-0.1156643033,2.3987288475,0.1683865339,-1.0164688826,-1.0600055456,-0.6706203222,1.6841287613,,,
4.9238281250,78,-1.0229796171,1.7558597326,1.1414830685,-1.9655791521,-1.1303211451,0.5175564885,0.8448550701,1.1726683378,-0.5091248751,-1.4888635874,0.5286047459,0.1077134013,-1.0071854591,1.7314873934,1.5164045095,-2.4056401253,-1.4539010525,1.4063172340,0.6912364960,,,
4.9257812500,78,-1.0640351772,1.5324783325,1.4433933496,-2.0072276592,-1.6513503790,1.2051165104,1.1820594072,0.1265579462,-0.1782053262,-0.9414865971,-0.5745913386,0.7524091601,0.3138996959,0.0621437766,0.9599639177,-0.7208054066,-2.3681566715,0.7946917415,2.8199603558,,,
4.9277343750,78,-1.0890240669,1.2630764246,1.6642456055,-1.7718932629,-2.2174892426,1.3584200144,2.0752544403,-0.5430479050,-1.0888463259,0.0736709982,-0.1951353103,-0.2927612066,0.9459556341,0.8646618128,-0.7046287656,-1.0894728899,-0.2589215338,0.5344465375,1.1823998690,,,
4.9296875000,78,-1.0973217487,0.9634058475,1.7591638565,-1.3239872456,-2.5601658821,0.9359520078,2.8539974689,-0.2190854102,-2.3644182682,-0.1639103442,1.3971579075,-0.1848513037,-0.6083190441,1.0929086208,0.5058921576,-1.9471797943,-1.0645031929,2.1600580215,1.7471500635,,,
4.9316406250,78,-1.0886033773,0.6512015462,1.7028906345,-0.7838422656,-2.5001828671,0.2373553067,2.9149975777,0.6793643236,-2.6372458935,-1.3997867107,1.8260564804,1.4890140295,-1.0005916357,-0.9424498677,0.6830308437,0.1882138997,-1.0395600796,0.2083490193,1.7665747404,,,
4.9335937500,78,-1.0628497601,0.3449498415,1.4937767982,-0.2946794033,-2.0239596367,-0.2775138021,2.2040121555,1.1305345297,-1.7613383532,-1.7896913290,0.7909386754,1.8335458040,0.2784510255,-1.1571338177,-0.9254309535,0.0485851653,0.8386405706,0.9698206186,-0.0968361273,,,
4.9355468750,78,-1.0203472376,0.0626040846,1.1540923119,0.0166770518,-1.2898428440,-0.2653556168,1.2594288588,0.5594792366,-0.9874063134,-0.6929099560,0.5685141683,0.5144317150,-0.2365948111,-0.0478837602,0.2337450832,-0.4853884280,-0.6525409818,0.7681987882,1.3478541374,,,
4.9375000000,79,-0.9616831541,-0.1796614975,0.7266117334,0.0745680556,-0.5618047118,0.2937277257,0.7826886177,-0.5683276057,-1.3800566196,0.3495568633,1.9472426176,0.4241041839,-1.9636572599,-1.3345580101,1.2311786413,1.7360751629,-0.1110859662,-1.2408621311,-0.6611161232,,,
4.9394531250,79,-0.8877356648,-0.3685741425,0.2680031657,-0.1247770414,-0.0985422432,1.0831910372,1.0789487362,-1.2157155275,-2.4718484879,-0.0685457960,2.8015515804,1.7893526554,-1.5509816408,-2.3734192848,-0.1690950543,1.3808858395,0.8111011982,0.0440216996,-0.0587062798,,,
4.9414062500,79,-0.7996582389,-0.4946822822,-0.1599472463,-0.5122421980,-0.0448347367,1.6386425495,1.8151113987,-0.8264712095,-2.8503363132,-1.1089202166,1.8345887661,1.7207921743,-0.5216314793,-0.8782523274,0.6837453246,0.6978774071,-1.2066226006,-1.6857789755,0.2947529852,,,
4.9433593750,79,-0.6988597512,-0.5530082583,-0.4999102950,-0.9648247957,-0.3710625768,1.6251748800,2.2886068821,0.1127595827,-1.9385097027,-0.9742435813,0.8583606482,0.1206080094,-1.7069230080,-0.7565004826,2.1619930267,2.5540983677,-0.2515066564,-2.0999412537,-0.9423611164,,,
4.9453125000,79,-0.5869796276,-0.5433893204,-0.7078966498,-1.3394261599,-0.8864369988,1.0373913050,1.9919815063,0.5748838782,-0.7252171636,0.3555561304,1.5717165470,-0.0848175138,-2.6789495945,-2.1286730766,0.8093618155,1.6431950331,-0.2936537862,-0.9455508590,1.2105804682,,,
4.9472656250,79,-0.4658595920,-0.4704820514,-0.7600645423,-1.5121710300,-1.3203394413,0.2023730129,1.0218493938,0.0458275974,-0.5250759125,1.0741932392,2.5469729900,1.1359393597,-1.2943724394,-1.0658876896,0.9293495417,0.6173462868,-2.0619752407,-2.7629611492,-0.1622714698,,,
4.9492187500,79,-0.3375110626,-0.3434313238,-0.6563915014,-1.4124791622,-1.4373865128,-0.4161846936,0.0051782751,-0.9468873739,-1.3301408291,0.2624506652,1.7656664848,0.8994575739,-0.6015692949,0.2884192467,2.4092664719,2.0718619823,-0.4723343253,-1.1571768522,0.8999618888,,,
4.9511718750,79,-0.2040802687,-0.1752251983,-0.4206393957,-1.0425490141,-1.1375827789,-0.4953872263,-0.3982564807,-1.3703640699,-1.8298929930,-0.7370513082,0.2092773616,-0.6764228344,-1.8259475231,-0.8810473680,0.9748348594,0.7560511827,-1.0210312605,-0.9352599382,1.3480075598,,,
4.9531250000,79,-0.0678106695,0.0182175711,-0.0966178253,-0.4769137502,-0.4992265701,-0.0460065566,-0.0195877105,-0.7398794889,-1.0739092827,-0.3612571359,0.1406133920,-0.6725810766,-1.5693323612,-0.9471961260,0.1691144109,-0.3119762838,-1.7604160309,-1.6701817513,-0.1022679731,,,
4.9550781250,79,0.0689963698,0.2191650420,0.2586720288,0.1578112841,0.2535713017,0.5946754813,0.6878407598,0.3860321045,0.3182935417,0.8027015328,1.1201869249,0.7191711068,0.3360243738,0.7946040034,1.4299339056,1.1328011751,0.3962555826,0.5943273902,1.5051015615,,,
4.9570312500,79,0.2040217370,0.4093158841,0.5839446783,0.7174394131,0.8450397849,0.9657473564,1.0144526958,0.9745186567,0.9252235293,0.9021031857,0.8155317307,0.6092523336,0.3882672191,0.2539295852,0.1195529848,-0.1362118274,-0.4252125621,-0.5734834075,-0.6253204346,,,
4.9589843750,79,0.3349691927,0.5710831881,0.8232012391,1.0795261860,1.0637876987,0.7597771287,0.5650191307,0.5704343915,0.3021067381,-0.3786973357,-0.8328329325,-0.6945098639,-0.5933000445,-1.0357054472,-1.3551127911,-0.8168280125,-0.0420128591,-0.0272124819,-0.3345141411,,,
4.9609375000,79,0.4596055150,0.6888282895,0.9344738126,1.1767120361,0.8517000675,0.0082058776,-0.4224022329,-0.2427511513,-0.4703167379,-1.3347486258,-1.4738134146,-0.3163227737,0.5777926445,0.1401686966,-0.1770064682,0.9512984157,1.9763028622,1.0142958164,-0.5891047716,,,
4.9628906250,79,0.5757996440,0.7499591708,0.8963800669,1.0149583817,0.3281293809,-0.9360065460,-1.2642266750,-0.4436880350,-0.1578655839,-0.8074654341,-0.4825057983,1.3155472279,2.0575134754,0.4630627036,-0.8977921605,-0.0561946183,0.6927015781,-0.9061227441,-2.4329011440,,,
4.9648437500,79,0.6815598607,0.7458162308,0.7114681602,0.6716796160,-0.2608380318,-1.6081223488,-1.3757638931,0.3780984879,1.0634357929,0.0781396925,-0.0421837308,1.3139643669,1.1526712179,-1.3877313137,-2.5390017033,-0.3006061614,1.6776920557,0.4792665541,-0.8792862892,,,
4.9667968750,79,0.7750687599,0.6722838879,0.4058302939,0.2742877305,-0.6465946436,-1.7082000971,-0.7371178865,1.5965925455,1.8227354288,-0.3684592843,-1.2557022572,0.1762855947,0.4687463343,-1.2917646170,-1.2419295311,1.6580356359,2.6843078136,-0.3459329605,-2.6841633320,,,
4.9687500000,79,0.8547149897,0.5300853848,0.0250450745,-0.0349707305,-0.6516606212,-1.2789342403,0.0918607414,2.1816678047,1.2776523829,-1.8283256292,-2.1788797379,0.7287184000,1.8870218992,-0.1492525935,-1.0389008522,0.6447048187,0.8567324281,-1.4306704998,-1.6957815886,,,
4.9707031250,79,0.9191215038,0.3247404099,-0.3729189932,-0.1382445991,-0.2647385597,-0.6783130169,0.4194995463,1.7439478636,0.1742708832,-2.4352064133,-1.2618160248,2.3250718117,2.2276339531,-1.4888482094,-2.5144555569,0.4571269751,2.0031011105,0.1512560248,-1.0825754404,,,
4.9726562500,79,0.9671697617,0.0661876872,-0.7267339230,0.0253788419,0.3545452952,-0.3634999692,-0.0249931738,0.9254260063,-0.0917397588,-1.5772618055,-0.0996888503,2.1181230545,0.5752122402,-2.3525166512,-1.1903563738,2.1647045612,1.7245250940,-1.5675899982,-1.9556905031,,,
4.9746093750,79,0.9980189800,-0.2319000810,-0.9812698364,0.4429385364,0.9432156682,-0.6153801680,-0.8758973479,0.7372143269,0.7700461745,-0.8037831187,-0.6177322865,0.8181617856,0.4150689542,-0.7902202010,-0.1644474566,0.7345189452,-0.1241609603,-0.6673938632,0.4331560135,,,
4.9765625000,79,1.0111213923,-0.5530618429,-1.0961912870,1.0309158564,1.2462799549,-1.3687363863,-1.4247797728,1.5209293365,1.5849490166,-1.4671512842,-1.6782146692,1.2146300077,1.6630005836,-0.7964817882,-1.5126241446,0.2663260996,1.2209466696,0.3099433482,-0.8048026562,,,
4.9785156250,79,1.0062313080,-0.8791885972,-1.0522528887,1.6578960419,1.1247636080,-2.2497718334,-1.1887998581,2.5945372581,1.2014132738,-2.6659059525,-1.1210777760,2.4742980003,0.9173009396,-2.0640060902,-0.5786080956,1.5053563118,0.1173347607,-0.8832004070,0.4297973216,,,
4.9804687500,79,0.9834100604,-1.1917781830,-0.8543140888,2.1803648472,0.6147893071,-2.7985441685,-0.2991297543,2.9445025921,-0.0482696369,-2.5993709564,0.3799280822,1.8297545910,-0.6525359154,-0.7748938799,0.8332015276,-0.3790677488,-0.9036684632,1.4328846931,0.8619032502,,,
4.9824218750,79,0.9430241585,-1.4732183218,-0.5306029320,2.4818329811,-0.0872730091,-2.7431540489,0.6011074781,2.2576012611,-0.7557603717,-1.2863700390,0.4814264774,0.2203611881,0.0673384964,0.5951548815,-0.5855029821,-0.9974960089,0.7694824934,1.0441074371,-0.4730376601,,,
4.9843750000,79,0.8857397437,-1.7080070972,-0.1283441037,2.5045669079,-0.7073159814,-2.1615378857,0.8678707480,1.2388627529,-0.1996903867,-0.5380316377,-0.7060840130,0.3974084556,1.0288431644,-0.4509434998,-0.4419056177,0.0515040234,-0.5933899879,1.0354790688,1.2231479883,,,
4.9863281250,79,0.8125103116,-1.8838268518,0.2935689092,2.2652306557,-1.0088027716,-1.4340108633,0.3677520454,0.8910432458,0.7569757700,-1.2257534266,-0.8409041762,1.3510211706,-0.2231729776,-0.1251219809,0.9800298810,-1.8733408451,-0.3879428208,2.8774449825,-0.7644433379,,,
4.9882812500,79,0.7245606184,-1.9923957586,0.6737154126,1.8501535654,-0.8921507597,-1.0149931908,-0.4188182652,1.4914283752,0.7653643489,-1.9743713140,0.4775632024,0.4062617719,-0.8765431046,1.8590592146,-0.4863814712,-2.1723113060,1.2485744953,1.1312298775,-0.1305659115,,,
4.9902343750,79,0.6233646274,-2.0300383568,0.9576798081,1.3915240765,-0.4362006485,-1.1606086493,-0.7851167917,2.3107953072,-0.2996684015,-1.2556620836,0.9825795293,-1.2834454775,0.6870446801,1.4577258825,-1.1535379887,-0.8551914692,-0.2573196292,2.0915660858,-0.0957103074,,,
4.9921875000,79,0.5106204748,-1.9979350567,1.1064898968,1.0310317278,0.1357459873,-1.7752690315,-0.3664971590,2.3614439964,-1.1733458042,0.2836292088,-0.2518949211,-1.0367141962,1.1568067074,0.5567263961,0.2450891882,-2.4141633511,0.8011165857,2.0279922485,-1.4484587908,,,
4.9941406250,79,0.3882202208,-1.9020334482,1.1026468277,0.8809274435,0.5509570837,-2.4691021442,0.5648999810,1.4103177786,-0.7880477905,0.7797846794,-1.1712064743,-0.0574288219,-0.1232538894,2.0774872303,-0.8964853883,-2.1192193031,1.6214051247,0.1493743807,0.5506187677,,,
4.9960937500,79,0.2582170963,-1.7526262999,0.9528079629,0.9931721091,0.6031993032,-2.7918353081,1.3147984743,0.2224829942,0.3857651651,-0.0510989688,-0.3743180335,-0.9403482080,0.3070526123,2.4585678577,-2.0087046623,-0.4290570021,-0.1506376565,1.5166534185,-0.8603897691,,,
4.9980468750,79,0.1227895916,-1.5636286736,0.6867052913,1.3451308012,0.2405622900,-2.5030837059,1.3192818165,-0.2138562351,0.9341526031,-0.5046375990,0.4177853465,-2.3523442745,2.0061388016,0.7547373176,-0.4450237453,-1.6773914099,1.1284905672,-0.1855085641,0.5379136801,,,
5.0000000000,80,-0.0157967433,-1.3516005278,0.3524672389,1.8457343578,-0.4119456112,-1.7171918154,0.5935153365,0.3103518486,0.2805112898,0.5156028867,-0.5669298172,-1.7237707376,1.5823227167,1.0730516911,-0.8142928481,-1.0185104609,0.6654661298,-0.5830593705,1.2812684774,,,
5.0019531250,80,-0.1552287638,-1.1345869303,0.0090739764,2.3604187965,-1.1045906544,-0.8358839750,-0.2819741964,1.0186731815,-0.5912302732,1.8232924938,-1.9849821329,-0.4706896245,0.4324041307,2.1104962826,-1.9755227566,0.6767455935,-1.1162432432,0.5195064545,0.5116289854,,,
5.0039062500,80,-0.2931861877,-0.9308539033,-0.2828797102,2.7480092049,-1.5678474903,-0.3090267479,-0.6264436841,0.9492557645,-0.3821348846,1.7289140224,-1.7287805080,-1.1134773493,1.4728513956,0.5576199889,-0.2145346105,-0.6907831430,0.1587626040,-1.3737759590,2.7673809528,,,
